CATEGORY,SUBCATEGORY,BRAND,PRODUCT DESCRIPTION,SERVICE DESCRIPTION,SERVICE CATEGORY,PRODUCT/SERVICE PART NUMBER, MSRP ,DIR Customer Discount % off MSRP, DIR Customer Price* ,AVERAGE BRAND DISCOUNT,Fortinet Discount Category,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software - Annual Subscription  - 1 Year - ,Rapid7,"Insight UBA- Index Volume Allowance Daily :  279 GB  - Monthly Volume: 8379 GB -  250,000 +  Assets",N/A, N/A , UBA , $4.19 ,10.00%, $3.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software ,Rapid7,Insight UBA Additional Monthly Data - Additional 50 GB Per Month,N/A, N/A , UBADATA50 ," $2,000.00 ",10.00%," $1,813.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software ,Rapid7,Insight UBA Additional Monthly Data - Additional 100 GB Per Month,N/A, N/A , UBADATA100 ," $4,000.00 ",10.00%," $3,627.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software ,Rapid7,Insight UBAAdditional Monthly Data - Additional 500 GB Per Month,N/A, N/A , UBADATA500 ," $20,000.00 ",10.00%," $18,135.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software ,Rapid7,Insight UBAAdditional Monthly Data - Additional 51 TB Per Month,N/A, N/A , UBADATATB ," $40,000.00 ",10.00%," $36,270.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 3 Apps,N/A, N/A , IAS ," $6,667.00 ",10.00%," $6,045.30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 5 Apps,N/A, N/A , IAS ," $6,400.00 ",10.00%," $5,803.20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 10 Apps,N/A, N/A , IAS ," $5,700.00 ",10.00%," $5,168.48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 15 Apps,N/A, N/A , IAS ," $5,467.00 ",10.00%," $4,957.20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 20 Apps,N/A, N/A , IAS ," $5,350.00 ",10.00%," $4,851.11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 25 Apps,N/A, N/A , IAS ," $4,980.00 ",10.00%," $4,515.62 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 50 Apps,N/A, N/A , IAS ," $4,240.00 ",10.00%," $3,844.62 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 75 Apps,N/A, N/A , IAS ," $3,660.00 ",10.00%," $3,318.71 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 100 Apps,N/A, N/A , IAS ," $3,370.00 ",10.00%," $3,055.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 150 Apps,N/A, N/A , IAS ," $2,830.00 ",10.00%," $2,566.10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Priced Per App,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 200 Apps,N/A, N/A , IAS ," $2,560.00 ",10.00%," $2,321.28 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 3 Apps,N/A, N/A , IAS ," $20,000.00 ",10.00%," $18,135.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 5 Apps,N/A, N/A , IAS ," $32,000.00 ",10.00%," $29,016.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 10 Apps,N/A, N/A , IAS ," $57,000.00 ",10.00%," $51,684.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 15 Apps,N/A, N/A , IAS ," $82,000.00 ",10.00%," $74,353.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 20 Apps,N/A, N/A , IAS ," $107,000.00 ",10.00%," $97,022.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 25 Apps,N/A, N/A , IAS ," $124,500.00 ",10.00%," $112,890.38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 50 Apps,N/A, N/A , IAS ," $212,000.00 ",10.00%," $192,231.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 75 Apps,N/A, N/A , IAS ," $274,000.00 ",10.00%," $248,449.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 100 Apps,N/A, N/A , IAS ," $227,000.00 ",10.00%," $205,832.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 150 Apps,N/A, N/A , IAS ," $424,000.00 ",10.00%," $384,462.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software  - Annual Price - 1 Year,Rapid7,InsightAppSec Annual Subscription includes 30 scans per app - 200 Apps,N/A, N/A , IAS ," $512,000.00 ",10.00%," $464,256.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software Annual price,Rapid7,"AppSpider Enterprise Console - Subscription license, includes one scan engine",N/A, N/A , ASENTT ," $40,000.00 ",10.00%," $36,270.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software Annual price,Rapid7,"AppSpider Enterprise - Additional scan engine, subscription license",N/A, N/A , ASENTTENG ," $15,000.00 ",10.00%," $13,601.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software Annual price,Rapid7,"AppSpider Enterprise - Additional hosted scan engine, subscription license",N/A, N/A , ASENTTHOS ," $25,000.00 ",10.00%," $22,668.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Security,Software Annual price,Rapid7,AppSpider Pro - Subscription License,N/A, N/A , ASPROT ," $15,000.00 ",10.00%," $13,601.25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT: 1-99 endpoints - Co-term only - 1 Year SLE,N/A, N/A ,CP-A-1-NA-SLE, $45.00 ,15.00%, $38.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT: 100-250 endpoints - Co-term only - 1 Year SLE,N/A, N/A ,CP-B-1-NA-SLE, $45.00 ,15.00%, $38.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT: 251-500 endpoints - Co-term only - 1 Year SLE,N/A, N/A ,CP-C-1-NA-SLE, $44.00 ,15.00%, $37.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT: 501-1000 endpoints - Co-term only -1 Year  SLE,N/A, N/A ,CP-D-1-NA-SLE, $41.75 ,15.00%, $35.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT: 1,001-2,500 endpoints - Co-term only - 1 Year SLE",N/A, N/A ,CP-E-1-NA-SLE, $40.50 ,15.00%, $34.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT: 2,501-5,000 endpoints - Co-term only - 1 YearSLE",N/A, N/A ,CP-F-1-NA-SLE, $36.00 ,15.00%, $30.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT: 5,001-10,000 endpoints - Co-term only - 1 Year SLE",N/A, N/A ,CP-G-1-NA-SLE, $33.75 ,15.00%, $28.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT: 10,001-20,000 endpoints - Co-term only - 1 Year SLE",N/A, N/A ,CP-H-1-NA-SLE, $30.25 ,15.00%, $25.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT: 20,001-50,000 endpoints - Co-term only - 1 Year SLE",N/A, N/A ,CP-I-1-NA-SLE, $28.00 ,15.00%, $23.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT: 50,000+ endpoints - Co-term only - 1 Year SLE",N/A, N/A ,CP-J-1-NA-SLE, $26.00 ,15.00%, $22.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT: 1-99 endpoints -1 Year Term only - SLE,N/A,N/A,CP-A-12-NA-SLE, $45.00 ,15.00%, $38.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT: 100-250 endpoints - 1 year term - SLE,N/A,N/A,CP-B-12-NA-SLE, $45.00 ,15.00%, $38.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT: 251-500 endpoints - 1 Year Term - SLE,N/A,N/A,CP-C-12-NA-SLE, $44.00 ,15.00%, $37.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT: 501-1000 endpoints - 1 year term - SLE,N/A,N/A,CP-D-12-NA-SLE, $41.75 ,15.00%, $35.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT: 1,001-2,500 endpoints - 1 year term- SLE",N/A,N/A,CP-E-12-NA-SLE, $40.50 ,15.00%, $34.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT: 2,501-5,000 endpoints - 1 year term - SLE",N/A,N/A,CP-F-12-NA-SLE, $36.00 ,15.00%, $30.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT: 5,001-10,000 endpoints - 1 year term- SLE",N/A,N/A,CP-G-12-NA-SLE, $33.75 ,15.00%, $28.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT: 10,001-20,000 endpoints - 1 year term - SLE",N/A,N/A,CP-H-12-NA-SLE, $30.25 ,15.00%, $25.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT: 20,001-50,000 endpoints - 1 year term - SLE",N/A,N/A,CP-I-12-NA-SLE, $28.00 ,15.00%, $23.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT: 50,000+ endpoints - 1 year term - SLE",N/A,N/A,CP-J-12-NA-SLE, $26.00 ,15.00%, $22.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT: 1-99 endpoints -3 Year Term only - SLE,N/A,N/A,CP-A-36-NA-SLE, $135.00 ,15.00%, $115.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT: 100-250 endpoints - 3 year term - SLE,N/A,N/A,CP-B-36-NA-SLE, $108.00 ,15.00%, $92.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT: 251-500 endpoints - 3 Year Term - SLE,N/A,N/A,CP-C-36-NA-SLE, $105.75 ,15.00%, $90.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT: 501-1000 endpoints - 3 year term - SLE,N/A,N/A,CP-D-36-NA-SLE, $100.50 ,15.00%, $86.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT: 1,001-2,500 endpoints - 3 year term- SLE",N/A,N/A,CP-E-36-NA-SLE, $97.50 ,15.00%, $83.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT: 2,501-5,000 endpoints - 3 year term - SLE",N/A,N/A,CP-F-36-NA-SLE, $86.25 ,15.00%, $73.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT: 5,001-10,000 endpoints - 3 year term- SLE",N/A,N/A,CP-G-36-NA-SLE, $81.00 ,15.00%, $69.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT: 10,001-20,000 endpoints - 3 year term - SLE",N/A,N/A,CP-H-36-NA-SLE, $72.75 ,15.00%, $62.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT: 20,001-50,000 endpoints - 3 year term - SLE",N/A,N/A,CP-I-36-NA-SLE, $67.50 ,15.00%, $57.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT: 50,000+ endpoints - 3 year term - SLE",N/A,N/A,CP-J-36-NA-SLE, $62.25 ,15.00%, $53.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year ,Cylance,CylancePROTECT+Optics: 1-99 endpoints -Co- Term only - SLE,N/A,N/A,PO-A-1-NA-SLE, $58.50 ,15.00%, $50.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT+Optics: 100-250 endpoints - Co- Term only - SLE,N/A,N/A,PO-B-1-NA-SLE, $58.50 ,15.00%, $50.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT+Optics: 251-500 endpoints - Co- Term only - SLE,N/A,N/A,PO-C-1-NA-SLE, $57.25 ,15.00%, $49.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,CylancePROTECT+Optics: 501-1000 endpoints - Co- Term only - SLE,N/A,N/A,PO-D-1-NA-SLE, $54.25 ,15.00%, $46.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT+Optics: 1,001-2,500 endpoints - Co- Term only - SLE",N/A,N/A,PO-E-1-NA-SLE, $52.75 ,15.00%, $45.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT+Optics: 2,501-5,000 endpoints - Co- Term only - SLE",N/A,N/A,PO-F-1-NA-SLE, $46.75 ,15.00%, $40.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year ,Cylance,"CylancePROTECT+Optics: 5,001-10,000 endpoints - Co- Term only - SLE",N/A,N/A,PO-G-1-NA-SLE, $44.00 ,15.00%, $37.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT+Optics: 10,001-20,000 endpoints - Co- Term only - SLE",N/A,N/A,PO-H-1-NA-SLE, $39.25 ,15.00%, $33.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT+Optics: 20,001-50,000 endpoints - Co- Term only - SLE",N/A,N/A,PO-I-1-NA-SLE, $36.50 ,15.00%, $31.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"CylancePROTECT+Optics: 50,000+ endpoints - Co- Term only - SLE",N/A,N/A,PO-J-1-NA-SLE, $33.75 ,15.00%, $28.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT+Optics: 1-99 endpoints -1 Year Term - SLE,N/A,N/A,PO-A-12-NA-SLE, $58.50 ,15.00%, $50.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT+Optics: 100-250 endpoints - 1 Year Term - SLE,N/A,N/A,PO-B-12-NA-SLE, $58.50 ,15.00%, $50.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT+Optics: 251-500 endpoints - 1 Year Term - SLE,N/A,N/A,PO-C-12-NA-SLE, $57.25 ,15.00%, $49.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,CylancePROTECT+Optics: 501-1000 endpoints - 1 Year Term - SLE,N/A,N/A,PO-D-12-NA-SLE, $54.25 ,15.00%, $46.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT+Optics: 1,001-2,500 endpoints - 1 Year Term - SLE",N/A,N/A,PO-E-12-NA-SLE, $52.75 ,15.00%, $45.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT+Optics: 2,501-5,000 endpoints -1 Year Term - SLE",N/A,N/A,PO-F-12-NA-SLE, $46.75 ,15.00%, $40.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT+Optics: 5,001-10,000 endpoints - 1 Year Term - SLE",N/A,N/A,PO-G-12-NA-SLE, $44.00 ,15.00%, $37.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT+Optics: 10,001-20,000 endpoints - 1 Year Term - SLE",N/A,N/A,PO-H-12-NA-SLE, $39.25 ,15.00%, $33.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT+Optics: 20,001-50,000 endpoints - 1 Year Term - SLE",N/A,N/A,PO-I-12-NA-SLE, $36.50 ,15.00%, $31.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"CylancePROTECT+Optics: 50,000+ endpoints - 1 Year Term - SLE",N/A,N/A,PO-J-12-NA-SLE, $33.75 ,15.00%, $28.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT+Optics: 1-99 endpoints -3 Year Term - SLE,N/A,N/A,PO-A-36-NA-SLE, $175.50 ,15.00%, $150.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT+Optics: 100-250 endpoints - 3 Year Term - SLE,N/A,N/A,PO-B-36-NA-SLE, $140.25 ,15.00%, $120.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT+Optics: 251-500 endpoints - 3 Year Term - SLE,N/A,N/A,PO-C-36-NA-SLE, $137.25 ,15.00%, $117.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,CylancePROTECT+Optics: 501-1000 endpoints - 3 Year Term - SLE,N/A,N/A,PO-D-36-NA-SLE, $130.50 ,15.00%, $111.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT+Optics: 1,001-2,500 endpoints - 3 Year Term - SLE",N/A,N/A,PO-E-36-NA-SLE, $126.75 ,15.00%, $108.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT+Optics: 2,501-5,000 endpoints -3 Year Term - SLE",N/A,N/A,PO-F-36-NA-SLE, $112.50 ,15.00%, $96.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT+Optics: 5,001-10,000 endpoints - 3 Year Term - SLE",N/A,N/A,PO-G-36-NA-SLE, $105.75 ,15.00%, $90.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT+Optics: 10,001-20,000 endpoints - 3 Year Term - SLE",N/A,N/A,PO-H-36-NA-SLE, $94.50 ,15.00%, $80.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT+Optics: 20,001-50,000 endpoints - 3 Year Term - SLE",N/A,N/A,PO-I-36-NA-SLE, $87.75 ,15.00%, $75.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 3 year term,Cylance,"CylancePROTECT+Optics: 50,000+ endpoints - 3 Year Term - SLE",N/A,N/A,PO-J-36-NA-SLE, $81.00 ,15.00%, $69.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,Optics Upgrade: 1-99 endpoints - Co-term only - 1 Year SLE,N/A,N/A,OP-A-1-NA-SLE, $37.00 ,15.00%, $31.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,Optics Upgrade: 100-250 endpoints - Co-term only - 1 Year SLE,N/A,N/A,OP-B-1-NA-SLE, $37.00 ,15.00%, $31.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,Optics Upgrade: 251-500 endpoints - Co-term only - 1 Year SLE,N/A,N/A,OP-C-1-NA-SLE, $36.25 ,15.00%, $31.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,Optics Upgrade: 501-1000 endpoints - Co-term only -1 Year  SLE,N/A,N/A,OP-D-1-NA-SLE, $34.50 ,15.00%, $29.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"Optics Upgrade: 1,001-2,500 endpoints - Co-term only - 1 Year SLE",N/A,N/A,OP-E-1-NA-SLE, $33.25 ,15.00%, $28.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"Optics Upgrade: 2,501-5,000 endpoints - Co-term only - 1 YearSLE",N/A,N/A,OP-F-1-NA-SLE, $29.50 ,15.00%, $25.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"Optics Upgrade: 5,001-10,000 endpoints - Co-term only - 1 Year SLE",N/A,N/A,OP-G-1-NA-SLE, $27.75 ,15.00%, $23.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"Optics Upgrade: 10,001-20,000 endpoints - Co-term only - 1 Year SLE",N/A,N/A,OP-H-1-NA-SLE, $24.75 ,15.00%, $21.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"Optics Upgrade: 20,001-50,000 endpoints - Co-term only - 1 Year SLE",N/A,N/A,OP-I-1-NA-SLE, $23.00 ,15.00%, $19.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software - Co-term License - 1 year term,Cylance,"Optics Upgrade: 50,000+ endpoints - Co-term only - 1 Year SLE",N/A,N/A,OP-J-1-NA-SLE, $21.50 ,15.00%, $18.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,Optics Upgrade: 1-99 endpoints - 1 Year Term - SLE,N/A,N/A,OP-A-12-NA-SLE, $37.00 ,15.00%, $31.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,Optics Upgrade: 100-250 endpoints - 1 Year Term - SLE,N/A,N/A,OP-B-12-NA-SLE, $37.00 ,15.00%, $31.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,Optics Upgrade: 251-500 endpoints - 1 Year Term - SLE,N/A,N/A,OP-C-12-NA-SLE, $36.25 ,15.00%, $31.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,Optics Upgrade: 501-1000 endpoints -1 Year Term - SLE,N/A,N/A,OP-D-12-NA-SLE, $34.50 ,15.00%, $29.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"Optics Upgrade: 1,001-2,500 endpoints -1 Year Term - SLE",N/A,N/A,OP-E-12-NA-SLE, $33.25 ,15.00%, $28.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"Optics Upgrade: 2,501-5,000 endpoints - 1 Year Term - SLE",N/A,N/A,OP-F-12-NA-SLE, $29.50 ,15.00%, $25.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endpoint Security,Software  - 1 year term,Cylance,"Optics Upgrade: 5,001-10,000 endpoints -1 Year Term - SLE",N/A,N/A,OP-G-12-NA-SLE, $27.75 ,15.00%, $23.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
